title,productName,starRating,reviewText,submittedAt,topic,sentiment,sentiment_score
One Stop Solution for Project Management And Collaboration,Jira,5,"- JIRA has clean and intuitive UI. - It has wide range of features for project management needs, which helps me and my team to manage our project efficiently. - The ability to assign tasks, comment on issues, and track progress in real-time keeps everyone on the same page and encourages effective teamwork. JIRA is definitely one of the best tools for project management and tracking. however... - it's pricing structure can be a downside for small teams and startups with limited budgets. - The cost can increase significantly as the team expands, making it less accessible for smaller organisations. - JIRA is a great tool for teams of all sizes, helping them stay organised and productive during all the stages of the project development cycle. - By utilising its power, one can save a lot of time on tracking progress, assigning tasks, monitoring deadlines etc. One Stop Solution for Project Management And Collaboration",2023-06-15T13:07:26.018Z,1,positive,0.8850395083427429
Best project management and progress tracking tool.,Jira,4,"Jira has great services. To begin with, For a particular project, there are 3 main paths available: planning, development, and operations. The Planning board includes Roadmaps, backlogs, reports and a board(Kanban boards, Scrum boards) where we can track any issue/task/bug whether it is selected for development, in process, in testing or completed. The development menu contains codes and all versions/Releases. The Operations path has deployment-related stuff. - workflow, fields, design and task automation can be easily controlled in Jira. - Project manager can view reports to varify the progress of team members. - Filtering feature available. - parallelly many dashboards can be used. - APIs can be used. - highly customizable. - Easy to use: Ticket creation with a detailed description, ticket tracking, track Sprint progress, ticket deletion, ticket assigning to a team member. There are 2 statuses: selected for development and in progress, sometimes these two, confuse people. The notification issue is there if someone updates and we don't get notified. Not easy for new users, it is complex so, it takes enough effort to be comfortable. I use Jira daily as a project management and tasks tracker. I primarily use Kanban board to create bug(tracker), tasks (tracker) and add a summary what are requirements to those each tasks. Having it connected to bitbucket is makes the process super easy to release an updated version of the project to any/new branch of the bitbucket repo. Best project management and progress tracking tool.",2022-04-05T17:05:01.796Z,1,positive,0.7971523404121399
Jira - One of the best in class defect tracking and project management tool,Jira,5,"Atlassian Jira is one of the best PM tool I have come across in my corporate life. I have been working with 2 different companies and both are using Jira as their defect tracking tools. The UI is simple, it comes with project creation, various types of issues can be raised, various types of boards, plan test cycles, managing test cases, generates reports, traceability, and lots more. The thing which I like most is it supports various plugins to add and makes it more robust. Like we are using the Jira Zephyr plugin for test case management. It helps the QA team not only log issues but also executes and manages Test cases from the same platform. Easy import and export of records from the tool is also a bonus. It provides various boards such as Kanban, Agile, etc for a better understanding of the progress, tracking backlogs, tracking sprints of the project. Moreover, it also allows users to create custom workflows, design forms, design personalized screens, add various fields in the forms as per business requirements. I like almost everything about Jira. Nothing to dislike. The application is super flexible and can be configured easily as per the needs. I will recommend to every working professionals to use Jira for enhancing the progress of the business. Jira has a huge community and its support is pretty good and responsive. You can design layouts as per your business needs. You can also create custom entities, fields, workflows, design templates for your personalized project. Even the documentation of its usage is also present in the UI itself. It's self-explanatory. Our organization uses this platform for tracking defects against the requirements, managing the projects end to end traceability, managing sprints, assigning tasks to different people, execute test cases, and much more. Task and sub-task creation are super easy against any defect and assigning them. Its easy to access, and people who are assigned the task get a mail immediately. So, it's easy to track and get notified in the first place. For managers also the dashboard and board creation help them to have a better glimpse of the progress of the project. Jira - One of the best in class defect tracking and project management tool",2021-09-03T14:48:20.636Z,1,positive,0.875302255153656
Streamlined our product management processes,Jira,5,"Jira has enabled our teams to properly plan development cycles, it ensures we stick to a plan each and every month I dislike that the UI can be a little overwhelming to users viewing the software less often than others. Overcome the old ways of thinking and revolutionise your processes and see the benefits. I am realising that with Jira, we can nail on the exact amount of work we can commit each cycle and ensure that we do not fall into the trap of over or under committing person-hours. Streamlined our product management processes",2021-08-31T14:31:37.693Z,1,positive,0.582133412361145
Jira makes managing projects easy and rewarding,Jira,5,"I love that Jira allows for various custom fields, task types, filtering options, swim lanes, and methods of sprint organization. I also love the use of custom swimlanes to indicate which step of a development workflow any particular ticket belongs to. The activity tracking in Jira is also very intuitive and comprehensive. I like that profile pictures of users currently working on tickets are shown and made clear on the Kanban board. Being able to quickly access properties of a ticket from the Kanban board is also very user-friendly and efficient. I don't particularly appreciate that Jira can be somewhat complicated for new users to pick up on; however, given how many options are available to Jira users, this is practically impossible to avoid. The complexity is inevitable with such customizable software, and I don't fault Jira for it at all. I can't think of anything else I particularly dislike about the software. I highly recommend using Jira if you want a fully fleshed-out means of organizing a complex project. We manage our team's tasks and projects, plan sprints and milestone goals, categorize tickets into different groups based on priority and type, and manage workflows using Jira. This has benefitted our team tremendously by allowing us to measure our progress and effectively pass work off between team members. Commenting on tickets has also allowed us to relay information quickly. Tagging other Jira users in these comments makes for a highly effectives means of getting things done on time, all while documenting past issues. Jira makes managing projects easy and rewarding",2021-06-18T14:19:55.120Z,1,positive,0.8076736927032471
JIRA Review,Jira,5,"This function in JIRA allows you to control who can view the issues. It consists of a number of security levels which can have users or groups assigned to them. You can specify the level of security for the issues while creating or editing an issue. Sometimes the application misbehaves, I can't tell if this is infrastructure or what, usually this occurs when I am in a browser other than Chrome I am not aware of a mobile app for it but if there is one that would be cool As mentioned sometimes the application misbehaves, I can't tell if this is infrastructure or what, usually this occurs when I am in a browser other than Chrome. Please try to fix this. also, I am not aware of a mobile app for it but if there is one that would be cool. Defect tracking and monitoring progress of the project were difficult just on emails, this tool has made both easier for us. JIRA Review",2018-04-30T20:47:31.476Z,1,neutral,0.6980348229408264
4 year experience using JIRA and integrated tools,Jira,4,"The core app is used to integrate with several other tools such as test management tool pluggin, bamboo, confluence, bitbucket The JIRA is also the tool to allow all of stakeholders to be more proactively to communicate transparently and especially development team to work on Agile/Scrum methodology perfectly Customized reports are not really flexible, easy to learn and generate for quality metrics in particular. Need some knowledge for new users before starting using JIRA. It is more effective for small to medium sized companies. It might not be suitable for large company with more than 5000-6000 users. The fields are not dynamics. Once we choose a fields, only related values are showed instead of irrelevant values Using JIRA as the communicating tool and project management is the best choice compared to other project tools such as Bugzilla. It is compatible to other open sources such as test automation tools (Selenium, based Python tool - Robot Framework). It also allows user to implement a full software development flow from design, code, build, test and deploy that adapt to DevOps process. The price is also the prefer selection to use JIRA as there are multiple options depending on how size is your company The business problems come from the user requirements tracked with Confluence and tied to Jira issues for sprint planning, execution and review. The benefits are the transparency in communicating with stakeholders and good project quality tracking 4 year experience using JIRA and integrated tools",2017-11-28T08:03:29.957Z,1,neutral,0.7690064311027527
Effective tool to manage the Agile project,Jira,5,"it is very much user friendly, too easy for reporting an issue and updating its status, especially attaching the screenshot very easily. The Velocity Chart and Epic Burn-down Chart are also really helpful in monitoring the team's performance and the forecast of completing the remaining works. any update and save trigger notification, in case one item is updated several times (i.e. update description, assignment, Sprint, ...) that causes many emails send out. it would be better if the notification can be waited within a reasonable time then send out once for all the updates in one item. There is no a chart similar a gantt chart which can help to manage the whole project plan. Good tool for bug tracking and product backlog management with very much user friendly and easy custom workflow by project. Moreover, this is one of the best tool fits with the project applying Agile methodology. Transforming to Agile and bug tracking effectively. It would help me to execute transforming my team to Agile team by applying the Scrum framework effectively since the Jira is more than a product management and status tracking, it also introduces the guidance for applying the Scrum framework through their functionalities and reports Effective tool to manage the Agile project",2017-11-27T06:14:38.266Z,1,positive,0.6916018724441528
Good Product Development Management Platform,Jira,5,"Jira is a great tool for identifying and tracking bug issues as well as organizing and executing new product development. It is very easy to set up Epics, User Stories and development sprints in order to successfully execute on development schedules. Really the only dislike is that it offers so many tools & capabilities, you can keep uncovering more efficient ways to use the service and platform which can be a little disruptive It is a great platform, but take the time to learn and understand all of the power and tools that it can provide, so that you can set up your workflow appropriately for your business This is how we manage our development cycles. We have become much more efficient with this over the last two years, but it has helped our organization become faster to market with our development and we have released more new products and features in the last two years than any other time during my 7 years with this division. Most recently we uncovered a new way to auto-upload user stories into individual Jira tickets, to make the process significantly easier. As we continue to get more effective with our use, we are seeing significant financial savings due to our efficiency with development. Good Product Development Management Platform",2017-11-17T15:31:25.289Z,1,positive,0.8603766560554504
"Bloated, complicated, and will slow down your development team",Jira,1,"JIRA is known for being flexible and customizable. You can tweak and configure JIRA to fit any workflow. There are several plugins/add-ons available which may add additional functionality. JIRA is an overly complicated system for managing projects. The biggest problem with JIRA will make you feel like you've collected and documented all the information, yet give you a false sense of security. JIRA will get in the way of critical communication between members of your project teams. Your project estimates will be wrong and you will miss deadlines due to lack of clarity among the team. There are so many layers between you and the tasks that need to be done that it does not facilitate communication between the team. You will need to hire someone to manage JIRA full-time because it is not accessible to the average user. If you want your team to be successful, choose a different project management tool. If you are managing a software development team, you will be sorry if you choose JIRA. There are other project management tools available which will better support your team, and provide clarity in communication. Regardless of the tools you use, don't forget that in-person communication is critical. Never rely on the information in the system to inform your decisions. Only use that information to support in-person communication. My role was managing a software development team. I've realized that JIRA will only hinder a successful development team, not support it. Bloated, complicated, and will slow down your development team",2016-12-20T18:42:51.799Z,1,neutral,0.6724730134010315
Makes tracking/ Reporting Easier,Jira,4,JIRA makes tracking and reporting issues simpler. It asks only for the specific details as mandatory fields and leaves rest as optional. It could have a better User Interface .There is scope to improve on that aspect. We are using JIRA to report issues and track the defects assigned to our team. Makes tracking/ Reporting Easier,2016-11-03T16:55:49.259Z,1,positive,0.5448318123817444
Highly configurable - customize with care!,Jira,5,"Things that are great about JIRA: - great keyboard shortcut support !! - great markup language for formatting text / descriptions - extensive options to customize fields, workflows, email notifications - modern user interface, nice look and feel - paste screenshots directly into an issue, no messing around with snipping tools The heavy customization can come with a maintenance burden, especially in a very large IT shop with multiple divisions, leaders, administrators, etc. It can really sprawl. Assign JIRA ownership to one group in IT (likely QA) and vett all configuration changes through a central group. Otherwise things can get out of control (dozens or hundreds of workflows, screen schemes, notification schemes, etc etc). Decide who will own, administer, champion, and maintain the product. Don't allow the customization to sprawl endlessly, driven by vastly different groups. Centralize, consolidate, homogenize wherever possible instead of creating additional customizations. Our IT shop depends on JIRA to log, track and resolve many types of issues. Bugs, enhancements, problem reports, business process issues, etc. A properly configured JIRA instance can really help communication among developers, QA, and business stakeholders. Highly configurable - customize with care!",2016-11-02T21:14:39.409Z,1,positive,0.8406153321266174
A flexible Project Management Tool,Jira,5,"Something I really like on Jira is the flexibility it provides, becoming very helpful for whom work with multiple types and sizes of projects. You can customize screens, fields, workflows, share configurations between projects, import issues from Github, smart commits, and the killer one (according to my needs): Boards with multiple projects. I can have a board for each project, or a board with multiple projects, making easier to plan my week since I have to switch between different projects daily. Another great feature (the best one among other PM services I have tried before) is its powerful search. You can create very complex queries in a kind of SQL syntax if you want. Which allows to apply bulk actions in the result of the search. In the cloud version, it can become a little bit slow sometimes, and you can't select more than one item in the search result. You still can run bulk operations for all the returned items, but can't select a few... just one. Do not provide a mobile app. The Github integration is great, but it is not fully supported like Bitbucket. You can use smart commits, but can't create custom branches right from Jira's interface. Manage multiple projects in parallel in a very organized way. A flexible Project Management Tool",2016-02-03T12:36:07.888Z,1,positive,0.8831077814102173
A very helpful suite,Jira,4,"The flexability is wonderful. We are able to have multiple workflows, permissions, ticket types for each department. For a small company (less than 20) it's not worth it. It's too much and especially if you have not used it in the past. Coordination between departments. A very helpful suite",2015-08-13T17:08:58.854Z,3,positive,0.8900128602981567
Great tool for managing software,Jira,5,"JIRA is a well-thought out product, configurable and usable by both developers and business users. Plenty of features, and part of a set of collaboration tools including Confluence for documentation. Everything about JIRA is designed to support growth from small teams to larger teams and enterprises. Because it is easy to configure, it is also easy to construct overly-complex workflows. One rule of thumb is to start with the default workflow and only add steps that are absolutely critical to your process. On premise is preferable. The hosted version can be slow. Supports complex workflows, but stick to default workflows unless absolutely necessary to add complexity. Managing the backlog was the biggest challenge, but as the company grew we needed collaboration tools that would enable us to work with larger teams as well as to move into project management. Great tool for managing software",2015-05-29T21:41:50.025Z,1,positive,0.8440659642219543
JIRA - an ALM Architect's perspective,Jira,3,"Versatile to its core, JIRA allows administrators the ability to create customized issue types (building data entry forms) and workflow for virtually any kind of business artifact within any IT domain: ALM (software defect tracking), ITSM (service desk management), PPM (agile portfolio management), etc. An Enterprise Application Administrator's playground of fun, JIRA can (and must) be customized to work for project teams and end-users. Consider three pitfalls when adopting JIRA - two pertaining to administration teams and one pertaining to end-users. Admin Pitfall #1: while JIRA does in fact allow administrators the ability to build customized issue types, workflows and artifacts, JIRA's core functionality isn't designed or delivered to support all of the customized artifacts that end up being created. And so, a growing JIRA instance ends up becoming a performance nightmare of additional plugins for extended functionality. Defined administration standards and practices can help control and manage customization. Otherwise, maintenance, support levels and cost increase with each customization. Admin Pitfall #2: The JIRA application is designed around the concept of reusing fields across multiple projects. Administrators end up managing a collection of customized fields for project reuse. And so, from this concept, extends JIRA's poor MVC design - presenting UX confusion and introducing inconsistencies at each level of architecture (especially in the GUI). Rather than JIRA itself managing the relationships and associations between fields within a project's schema (as other enterprise applications do), JIRA decouples these relationships and associations from the schema and puts this responsibility on the administrator. When field attributes and properties change, administrators are now ""managing"" DueDate, DueDate2, DueDate3, DueDate4, etc. End-User Pitfall: Compared to other polished enterprise software packages, JIRA's GUI is confusing and is not intuitive. Drop-down menus options are unrelated, navigation is inconsistent, access and control portals are misplaced. Instead of intelligent GUI design, it's as if a Java servlet threw up all over a web page. ""Hey, there's some available real estate on the page...let's put a link over there!"" Because JIRA's GUI struggles with standard spatial design concepts and principles, beginners face a steep learning curve. Count the cost for administration and engineering hours (both saved and spent) when introducing and adopting JIRA. As service levels and maintenance increase, performance of a customized instance of JIRA plugins decrease. Be mindful of the purpose of JIRA's projects - defining standards and best practices for this purpose as JIRA requires a strong administration practice. JIRA is quick, easy and relatively inexpensive for enterprise teams. It saves end-users a lot of time and allows end-users to cut many corners... but all of this happens at a cost. JIRA - an ALM Architect's perspective",2014-12-24T15:52:28.906Z,1,neutral,0.7324874997138977
"Great for ticket management across teams, reporting could be better",Jira,4,"We collaborate with a remote development team, so it makes it really easy to monitor support and development/enhancement tickets while working on different teams in drastically different time zones. Search can be clunky, and reporting capabilities seem limited. Note that my company is using an older version so it is possible these issues have been addressed in more recent releases. Tracking support tickets and enhancement requests, as well as development projects, across teams and employees. Over time this essentially creates a searchable database of past and present functionality in our platform. Great for ticket management across teams, reporting could be better",2014-05-06T22:24:20.092Z,16,neutral,0.5813884735107422
Perfect tool for Agile projects,Jira,5,"Centralized place to have every possible data ,issues and information related to an item. Email integration for seamless comment update to issues. Drag and drop prioritization. Drag and drop sprint planning (when team commits). Highly configurable, every project will have some additional data to be captured for each item. Dashboard with Confluence with the entire summary view for each sprint. Efficient way to manage item closure in the task board view . Overview of all the sprint items in the task board view . Direct excel export with all the relevant fields for those who loves to see everything in excel. Release burn down (based on story points) possibility, but I am yet to figure out the easiest way to do it. Mild slowness in usage, I am not sure whether the WAN bandwidth is the cause or in general the Jira server is an issue. General impression with people that tools are an overhead [excel is sufficient for everything]. Champion open source and completely free to use. For tracking development of issues, task, projects etc.. using Agile methodology. Perfect tool for Agile projects",2014-03-14T20:53:42.516Z,1,neutral,0.8008308410644531
Improved software with version 6.2,Jira,5,"Overall using this software after the upgrade from 6.0.3m to 6.2 is night and day. Retrieving data from the server is faster when using JIRA and I do not have to wait for the services to finish processing after a server reboot. This version works great with Service Desk 1.2. The add-ons that we currently have upgraded with no issues. Initially, the long wait to use JIRA website after a server reboot. Would have to delete the plugins and reboot. We use JIRA as customer service incident management and a Change Request management solution. Improved software with version 6.2",2014-03-04T19:10:35.469Z,1,positive,0.8733616471290588
Adequate software project management tool,Jira,4,"Clean simple user interface, easy to see what is assigned to you, filter through issues related to releases, email notifications. Not happy with the way subtasks belong to parent tasks are organized - we create subtasks as jira issues and I find it annoying that we cannot take an existing jira ticket and make it a subtask for another jira ticket. It can be a little confusing finding the dashboard you want to view - there are links for each ticket to see the issues for a release or project, but sometimes clicking on a link takes you somewhere other than you expected. It does the things we need it to do well enough. There are better looking or easier to use tools, but it does a good job of sorting through data/tickets in the system, mananging projects and tracking status. Determining who is responsible for which problems, tracks responsibilities and status of tickets well. Viewing dashboards for releases and priority are a nice feature. Adequate software project management tool",2013-10-24T21:52:18.802Z,1,negative,0.5013636350631714
JIRA Review,Jira,3,"JIRA makes it simple to submit bugs and get updates on those bugs. It's easy to see that this is built for developers and their SCRUMs or Sprints for updating and developing software. I like that the project management system for actual software projects is straightforward and easy-to-use. I don't like that some development teams will try to use JIRA as an entire project management solution, because JIRA isn't a true project management solution. JIRA is a great way to track and manage bugs and update/sprint cycle through development sprints with updates and new releases of their software. JIRA Review",2013-09-04T22:21:34.968Z,1,positive,0.5780832767486572
A staple for agile teams,Jira,5,"JIRA has improved so much over the years. It is widely known as the staple for agile software development teams. Using anything else is almost pointless. JIRA has a great way of also supporting cross functional teams and uniting teams of multiple skillsets and disciplines. As a designer, I love that I can bring all relevant parties along the planning/vetting process of a user story, before it enters the main to-do list of development and release. I wish the user story mapping feature was built out a little bit better and that it could be an easy starting place for user stories that eventually end up on a development or design board. If you're looking for a good bug/feature request tool, it's not bad. But if you're looking to use it as a project management tool, look elsewhere. Making the agile software developement process smooth and uninterrupted. A staple for agile teams",2013-07-12T19:32:48.548Z,1,positive,0.911137044429779
Excellent software development product with a starter edition at only $10!,Jira,5,"It has a very intuitive interface, with really helpful dashboard view, and hooks for MS Excel and MS Project. The search features are really nice, and the ability to share both searches and dashboards is really powerful. The advanced query language is very powerful and useful in finding the ticket(s) of your choice among thousands of others. Workflow is very intuitive and helpful! It would be nice to have easier hooks to insert JavaScript into new ticket creation windows so that you can add customization (via AJAX). Having used and administered this software primarily in versions 3.x and 4.x for quite a few years, I have found it to be very cost-effective and useful software. It looks even better when evaluating JIRA 6.x today and I'd recommend it to any company, especially a small software development company. Excellent software development product with a starter edition at only $10!",2013-06-10T17:59:33.014Z,1,positive,0.9644147753715515
Great Tool for Tracking Dev Work and Team projects. Has too many knobs,Jira,4,"It is a great tool for tracking dev work and issues assigned to team members. We use it for development Their features are enabled either for the whole team or no one. We want to enable some features for part of the team and that does not work. So the pricing gets too high for such features. They provide a great ticketing system to track dev work across different projects. They have a very dense UI, so you really have to know how to use various features. Great Tool for Tracking Dev Work and Team projects. Has too many knobs",2026-06-21T04:29:44.869Z,3,positive,0.6671945452690125
Servicenow consultant,Jira,1,"I like how easy it is to assign a story in Jira without any hassle. You can assign the story to anyone just by searching their name in the assignee field. Sometimes, due to access issues, I’m not able to assign stories or sprints. I understand this is for security, but it should be more flexible so I can still get the stories assigned when needed. Jira is helping us solve key problems, like assigning stories and keeping track of progress. It also makes it clear which team member is working on which story. The agile board is very useful for moving stories into another queue, and it’s also hassle-free to reopen any story when needed. Servicenow consultant",2026-06-19T21:07:53.838Z,1,positive,0.7009690999984741
Streamlined Project Management and Collaboration,Jira,5,"I appreciate Jira for its flexible workflows, task tracking, and how it keeps the whole team aligned. It makes it easy to assign tasks, track progress in real time, and keep everyone updated without constant follow-ups. The initial setup was fairly easy, and the available templates helped us get started quickly. I also value the better sprint planning, customizable workflows, and more detailed reporting as our projects became more complex. The interface can feel a bit overwhelming for new users, and the search function could be faster. A simpler layout for first-time users, fewer clicks to access common features, and more accurate search filters would make the experience much smoother. I use Jira to keep projects organized, enhance team collaboration, and easily track progress. Streamlined Project Management and Collaboration",2026-06-19T14:09:44.443Z,1,positive,0.8643849492073059
"The OG Task Management Standard—Affordable, Flexible, and Integration-Friendly",Jira,5,"It's the OG task management system and more. The web interface when saving could be more responsive (async), but it is the standard for waterfall and agile task management. I have been able to use it at no cost of most of my needs. With a larger team, it was very affordable per user. I have integrated many third-party applications. The rules and integration can do it all, but sometimes need a bit of patience to get it right. Task saving speed. Should be async. Need simple alternative views out of the box. Task and user management. Quantify speed to product and team performance. The OG Task Management Standard—Affordable, Flexible, and Integration-Friendly",2026-06-18T17:22:03.274Z,0,positive,0.7046158313751221
